15, PA3-A-Debug-Output.txt
28.51, 14.34, 17.70, 28.51, 14.33, 17.70, 0.00
29.96, 17.34, 12.30, 29.96, 17.34, 12.30, 0.00
-30.03, 8.77, -32.64, -30.03, 8.78, -32.64, 0.00
-11.26, 10.61, 32.21, -11.26, 10.61, 32.21, 0.01
1.20, -18.62, -23.61, 1.19, -18.62, -23.61, 0.00
1.38, 18.89, 4.66, 1.38, 18.90, 4.66, 0.00
-4.49, 11.02, -0.46, -4.49, 11.02, -0.46, 0.00
-21.08, 11.94, -22.80, -21.08, 11.94, -22.80, 0.00
36.40, 12.01, -11.17, 36.41, 12.01, -11.17, 0.00
2.29, 18.29, 58.07, 2.29, 18.28, 58.07, 0.01
-2.59, 14.29, 3.87, -2.59, 14.29, 3.87, 0.00
-19.00, 10.00, -36.35, -19.00, 10.00, -36.35, 0.00
3.99, 20.90, 1.95, 3.99, 20.90, 1.95, 0.00
-25.01, -18.02, -6.58, -25.00, -18.01, -6.58, 0.00
19.80, 13.78, 60.24, 19.79, 13.77, 60.24, 0.00
